id,title,main_artist,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Like
1W39bHsutPg1ItstVvzS2T,Gigi,Mallu Magalhães,0.586,0.584,6,-7.982,0,0.515,0.0,0.108,0.549,133.947,176613,4,1
7vXkPNYcnjRqCVpaximphP,Love You,Mallu Magalhães,0.706,0.509,4,-6.902,1,0.443,0.0,0.197,0.601,110.018,185141,4,1
2pknv9FSenS5U5m9LYlrzt,Linha Verde,Mallu Magalhães,0.552,0.335,9,-7.874,0,0.724,0.0,0.0856,0.304,115.055,163359,3,1
0UtoASDXmEeZklHfKlqz8s,Velha e Louca,Mallu Magalhães,0.726,0.424,9,-8.682,1,0.814,0.0,0.212,0.719,110.914,165960,4,1
7HHCOiyqYNEqy7elRZorVd,Cena,Mallu Magalhães,0.654,0.34,8,-11.656,0,0.616,0.000433,0.0873,0.474,116.075,143160,4,1
41MkGV2MJE6kMdba5S66Jw,É você que tem,Mallu Magalhães,0.326,0.127,10,-11.017,1,0.791,0.0,0.127,0.191,103.575,197920,3,1
62zHipGPm2I2IxmnRr1gKr,Porque Você Faz Assim Comigo?,Mallu Magalhães,0.498,0.32,10,-11.223,1,0.814,0.0447,0.121,0.182,91.964,198333,3,1
2OLZfjCHzd2tKdQ11jWhyH,Te acho tão bonito,Mallu Magalhães,0.544,0.214,6,-9.061,1,0.917,0.0,0.124,0.28,94.847,129427,4,1
2vG00zjTYEmxa4xH8qQ01q,Nossa Canção,Mallu Magalhães,0.61,0.33,7,-8.755,1,0.658,0.0,0.116,0.4,83.985,191480,4,1
15Ii7uBNwsXEGza3umIZBH,Seja Como For,Banda do Mar,0.574,0.554,0,-6.928,1,0.168,0.0,0.143,0.685,120.011,219320,4,1
1ruUd8S25B8MIf5WWR2gid,"Ô, Ana",Mallu Magalhães,0.664,0.384,9,-13.588,1,0.897,0.000841,0.0961,0.67,144.069,134187,4,1
1nRNcDt4l5j19KecT5khdI,Make It Easy,Mallu Magalhães,0.661,0.279,1,-8.447,0,0.651,0.0,0.276,0.335,93.082,264907,4,1
1EaBCidqpV2rlVef5EnYHv,O Preço da Flor,Mallu Magalhães,0.505,0.376,9,-7.767,0,0.766,3.25e-06,0.1,0.296,87.085,241867,4,1
2lvE8rI37yn0QoPypqm3T3,In the Morning,Mallu Magalhães,0.56,0.225,8,-14.985,1,0.978,0.137,0.41,0.546,180.144,117680,4,1
1eomEJelkC6RCzPXBRsoS7,Youhuhu,Mallu Magalhães,0.657,0.457,9,-9.786,1,0.758,6.97e-05,0.323,0.361,115.936,200347,4,1
68jyGnNmnJQ1QREqkBxNNE,Cais,Mallu Magalhães,0.225,0.169,5,-15.76,1,0.896,0.00013,0.126,0.135,92.304,166493,4,1
7dE2xu6sUZC0d0s2QiKjLo,Tchubaruba - Bonus Track,Mallu Magalhães,0.724,0.529,0,-7.409,1,0.675,0.0,0.184,0.745,109.869,199400,4,1
7BSQdC24py4VPOlEcyoLgb,Versinho de número um,Mallu Magalhães,0.668,0.616,7,-6.052,1,0.272,0.0,0.133,0.663,127.898,154213,4,1
5XUEyFAok2cviWo97QztJe,Compromisso,Mallu Magalhães,0.636,0.639,7,-5.953,1,0.0541,1.04e-06,0.466,0.581,109.167,166533,4,1
7wjIwBn5Kc5tkzYGxuFsGI,Me Sinto Ótima,Banda do Mar,0.573,0.702,4,-7.977,1,0.00868,4.68e-05,0.0805,0.506,125.963,233827,4,1
0C72wxAD7h34QYSAZgcIx8,Nem Fé nem Santo,Mallu Magalhães,0.512,0.706,6,-5.244,1,0.0275,4.92e-05,0.164,0.703,114.036,167133,4,1
6bd2iYAzyAfJONIiCLSsbg,"Baby, I'm Sure - Bonus Track",Mallu Magalhães,0.604,0.476,8,-10.423,1,0.712,0.00445,0.103,0.591,121.858,127760,4,1
4CCO62rAfQfP6Pnjq7G4Vp,Highly Sensitive,Mallu Magalhães,0.605,0.663,10,-7.585,0,0.591,0.000122,0.118,0.82,97.041,125867,4,1
6We5pRh08K2Ohn5H3S2pQA,Mia,Banda do Mar,0.634,0.718,2,-6.498,1,0.0282,7.23e-05,0.101,0.734,132.03,249040,4,1
22QtqOOwAShcEEYgEcQvki,Atraente,Mallu Magalhães,0.755,0.503,0,-10.402,1,0.252,1.05e-05,0.0916,0.492,90.256,144169,4,1
5eJBX9vJyV1Al7VGClwukS,How do You Do,Mallu Magalhães,0.483,0.399,0,-13.235,1,0.426,0.0,0.114,0.397,104.775,201707,4,1
3Y6rqC8tCu9VcfNilZ344S,Perto Do Fim,Mallu Magalhães,0.554,0.317,11,-13.849,1,0.558,0.000283,0.112,0.18,89.969,205387,4,1
7DfFc7a6Rwfi3YQMRbDMau,Thinkin Bout You,Frank Ocean,0.721,0.339,0,-11.195,1,0.409,0.00153,0.0973,0.2,129.83,200747,4,1
6Nle9hKrkL1wQpwNfEkxjh,Chanel,Frank Ocean,0.776,0.503,0,-5.732,0,0.874,0.0,0.112,0.473,110.134,210285,4,1
4S4Mfvv03M1cHgIOJcbUCL,In My Room,Frank Ocean,0.861,0.647,7,-7.425,1,0.594,0.661,0.114,0.67,158.037,133680,4,1
4L7jMAP8UcIe309yQmkdcO,Lost,Frank Ocean,0.913,0.603,8,-4.892,1,0.0272,0.000503,0.167,0.497,123.061,234093,4,1
72794Eag03xdy7TO0KNuid,Cayendo (Side A - Acoustic),Frank Ocean,0.35,0.12,3,-11.104,0,0.982,0.000289,0.103,0.121,68.995,202200,4,1
7eqoqGkKwgOaWNNHx90uEZ,Nights,Frank Ocean,0.466,0.548,5,-9.362,0,0.42,1.01e-06,0.113,0.423,89.815,307151,4,1
2INhKpUdzh7v0j041gZNsz,DHL,Frank Ocean,0.819,0.458,4,-10.223,0,0.582,0.173,0.128,0.232,122.981,268893,4,1
2ZWlPOoWh0626oTaHrnl2a,Ivy,Frank Ocean,0.567,0.388,9,-9.579,0,0.782,0.000309,0.248,0.452,116.362,249191,4,1
3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,0.544,0.552,9,-7.45,1,0.67,4.57e-05,0.415,0.554,159.738,184516,3,1
4osgfFTICMkcGbbigdsa53,Novacane,Frank Ocean,0.762,0.508,3,-9.112,1,0.0584,0.00126,0.16,0.37,93.51,302347,4,1
4bEcoz1OcfMgUbp2ft8ieQ,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),Steve Lacy,0.48,0.61,0,-7.042,1,0.0456,0.0,0.313,0.297,90.034,255653,4,1
41cpvQ2GyGb2BRdIRSsTqK,Moon River,Frank Ocean,0.24,0.116,0,-13.216,1,0.877,0.00092,0.1,0.0937,77.349,188324,3,1
6KuXb26rHuRy3ZDse1VRmx,Where This Flower Blooms (feat. Frank Ocean),Frank Ocean,0.686,0.429,8,-10.402,0,0.71,3.41e-06,0.166,0.27,130.09,194933,4,1
6R6ihJhRbgu7JxJKIbW57w,Provider,Frank Ocean,0.654,0.325,2,-11.925,1,0.74,2.14e-05,0.152,0.39,139.886,243238,4,1
19YKaevk2bce4odJkP5L22,Nikes,Frank Ocean,0.543,0.394,8,-9.637,1,0.695,0.000239,0.108,0.118,137.811,314075,4,1
4YZbVct8l9MnAVIROnLQdx,Forrest Gump,Frank Ocean,0.701,0.417,6,-7.818,0,0.0888,0.000648,0.375,0.186,95.003,194840,4,1
3CgZCQyuyxHRMWB9BTwmni,Swim Good,Frank Ocean,0.653,0.668,0,-8.183,1,0.00116,0.00269,0.0731,0.711,160.048,257187,4,1
371H6HjS4SXGbQ9IVfFUIL,Lens,Frank Ocean,0.681,0.333,9,-8.582,1,0.588,0.0,0.086,0.564,118.05,227655,4,1
0fAehaneUJdlSlWXYe1KZp,Sunday (feat. Frank Ocean),Frank Ocean,0.716,0.568,2,-8.904,1,0.278,1.98e-06,0.385,0.905,136.894,205800,4,1
1BViPjTT585XAhkUUrkts0,Seigfried,Frank Ocean,0.377,0.255,4,-11.165,0,0.975,0.000208,0.102,0.37,125.004,334570,5,1
2LMkwUfqC6S6s6qDVlEuzV,White Ferrari,Frank Ocean,0.444,0.0924,0,-15.605,1,0.784,0.0,0.304,0.219,108.917,248808,4,1
4wOYt5nULk1Cu8pwJWk26m,Wildfire (feat. Frank Ocean),Frank Ocean,0.505,0.119,7,-17.252,1,0.893,0.0,0.198,0.371,85.953,85840,4,1
6jy12gDerHRUSwiEhfs9C6,Bad Religion,Frank Ocean,0.359,0.367,9,-7.684,1,0.738,1.43e-06,0.0736,0.104,83.331,175453,4,1
6fbjdXZNtoAJbJZUeT87Ii,Sweet Life,Frank Ocean,0.479,0.558,11,-6.074,1,0.227,0.0,0.0808,0.8,83.465,262680,4,1
125FPswReMD9Ggvn69M7Ch,Crack Rock,Frank Ocean,0.429,0.736,5,-8.017,1,0.0696,0.0,0.0852,0.379,89.261,224147,4,1
4hKGICUB890arImAdWRaHQ,Hero,Diplo,0.664,0.674,11,-8.307,0,0.0182,0.203,0.0739,0.234,104.002,165468,3,1
4QhWbupniDd44EDtnh2bFJ,Pyramids,Frank Ocean,0.4,0.65,5,-6.104,0,0.0118,7.62e-05,0.791,0.15,107.989,592920,4,1
6j9pCKVaJYNF7AdaNVTAaE,White,John Mayer,0.608,0.0664,1,-18.857,1,0.758,0.945,0.0978,0.294,139.232,76280,4,1
3YXVl3FvIrvhgSW9ME3qNf,Monks,Frank Ocean,0.747,0.758,0,-4.743,0,0.0521,0.0,0.214,0.601,102.02,200240,4,1
5ITIiswssMSAdTJ9ZDEI8D,Pilot Jones,Frank Ocean,0.394,0.433,8,-13.473,1,0.485,7.81e-05,0.817,0.394,118.986,184080,1,1
35xSkNIXi504fcEwz9USRB,Solo,Frank Ocean,0.444,0.287,5,-10.631,0,0.849,2.82e-06,0.161,0.246,124.027,257380,4,1
1VZLEW5ZfcAbKZ94XQiSZF,Close To You,Frank Ocean,0.827,0.673,5,-8.401,0,0.192,0.00136,0.146,0.779,78.007,85754,4,1
4XgpXhvf9JBbKPtX84DFN7,Sierra Leone,Frank Ocean,0.529,0.608,7,-7.809,1,0.166,0.0185,0.109,0.616,125.017,148760,4,1
5k8LB57xOq8UUNVaKWSqrf,Futura Free,Frank Ocean,0.266,0.678,1,-12.364,1,0.769,9.37e-05,0.503,0.201,83.434,564166,4,1
3liAea2gyRKm8nWubcwsvl,End,Frank Ocean,0.476,0.299,2,-17.997,1,0.383,0.752,0.0878,0.384,119.488,134600,4,1
03Cu1d9U6Xrs27qPlk1ULx,Roady,Fat Freddy's Drop,0.825,0.432,5,-9.56,0,0.0723,0.00109,0.164,0.842,173.023,429960,4,1
2bjMxGqe9aiCs2LJn2Loga,Vamos Fugir,Gilberto Gil,0.726,0.526,6,-9.844,0,0.491,0.0132,0.0396,0.877,134.755,289413,4,1
5eH5Sz2mBFVifIjTE8nLa6,Storm Boy,Xavier Rudd,0.51,0.532,7,-10.408,1,0.782,0.0,0.119,0.426,131.864,239084,4,1
0mswBKdNCuVMGVwKmQvk46,One Spliff a Day,Natasja,0.763,0.622,10,-7.099,0,0.217,0.0,0.271,0.852,170.018,221600,4,1
3Xs9f6PwDJME9eBW39LGHS,La Complicidad / Jah Rastafari,Perotá Chingó,0.656,0.269,7,-10.736,0,0.877,0.0,0.111,0.292,113.518,336857,4,1
1boXOL0ua7N2iCOUVI1p9F,Japanese Denim,Daniel Caesar,0.707,0.238,3,-8.818,1,0.0905,2.42e-06,0.0842,0.345,124.156,270847,3,1
5oK98mpTJSU0iqLHN1hZ3y,22 (OVER S∞∞N),Bon Iver,0.298,0.112,1,-15.765,1,0.972,0.0823,0.0935,0.0972,86.786,168000,4,1
6RBAJlxHY9Ulvw2y7yk4aX,Forrest Gump,Frank Ocean,0.701,0.417,6,-7.818,0,0.0888,0.000648,0.375,0.186,95.003,194840,4,1
4yPPhwcX1pjUs7lFsFGhkJ,Mellow Marmalade,Tash Sultana,0.534,0.274,9,-10.531,1,0.897,0.0,0.27,0.457,135.038,232527,4,1
6SEolIp22t0DzeBfCBo3hr,Vibin' Out,((( O ))),0.41,0.169,3,-11.422,1,0.847,0.00327,0.117,0.208,89.494,311837,4,1
6l9xjeuOWfJFyopPe5oqur,Bees,Caribou,0.714,0.59,9,-12.821,1,0.8,0.901,0.111,0.784,130.71,323667,4,1
0NnVzBW6TJLaEzcyXjqRDH,Mystik,Tash Sultana,0.548,0.699,2,-7.149,0,0.0223,0.000392,0.0903,0.308,132.798,249296,4,1
4zCrOO8OAjpnmekfIxzTsl,Marinade,DOPE LEMON,0.677,0.74,2,-6.528,1,0.242,0.0146,0.105,0.679,110.193,237961,4,1
6PGoSes0D9eUDeeAafB2As,LOVE. FEAT. ZACARI.,Zacari,0.8,0.585,10,-7.343,1,0.264,0.0,0.153,0.779,126.058,213400,4,1
0xtIp0lgccN85GfGOekS5L,Yes I'm Changing,Tame Impala,0.373,0.609,0,-7.0,1,0.108,0.000427,0.0755,0.354,179.955,270680,4,1
5pU9azu0VQIUk2nTUVxwxY,Cumbia del Olvido,Nicola Cruz,0.71,0.312,1,-11.451,0,0.938,0.909,0.109,0.25,169.955,216015,4,1
7Fg4jpwpkdkGCvq1rrXnvx,Comfortably Numb - 2011 Remastered Version,Pink Floyd,0.472,0.366,11,-12.595,0,0.15,0.308,0.0837,0.171,127.167,382297,4,1
3Am0IbOxmvlSXro7N5iSfZ,Strawberry Fields Forever - Remastered 2009,The Beatles,0.39,0.502,10,-12.277,1,0.336,0.000138,0.0713,0.289,97.871,247320,4,1
6dsq7Nt5mIFzvm5kIYNORy,15 Step,Radiohead,0.6,0.853,1,-7.584,1,0.0489,0.346,0.0934,0.847,94.457,237293,4,1
4HG1YiGBseVKzjyKcmAJen,Summer Games,Drake,0.775,0.482,1,-11.269,1,0.477,0.0456,0.11,0.134,136.016,247893,4,1
7EuTFqQnMZoIaGisMRCtf6,Flashed Junk Mind,Milky Chance,0.839,0.84,11,-8.721,1,0.389,0.0319,0.114,0.904,117.98,262000,4,1
1RKUoGiLEbcXN4GY4spQDx,Clint Eastwood,Gorillaz,0.663,0.694,10,-8.627,0,0.0249,0.0,0.0698,0.524,167.964,340920,4,1
0aw4Dcu2XxEuLtXaepPTEA,La Niña del Volcán (Polocorp Remix),Eva de Marce,0.732,0.629,9,-8.461,0,0.687,0.443,0.068,0.542,107.0,324556,4,1
05F0hUJMK5rIUy1VMu3ysH,Você Não Entende Nada - Multishow Ao Vivo,Caetano Veloso,0.362,0.792,9,-10.383,1,0.0204,0.048,0.974,0.812,167.302,288053,4,1
0ENvhTTww1MVOulrzuxSmu,Toda Menina Baiana,Gilberto Gil,0.692,0.897,11,-4.969,0,0.236,3.86e-06,0.116,0.968,106.163,226640,4,1
0x3svf6lgzCE0AUh8Dqk3D,Sorriu Para Mim,João Gilberto,0.534,0.293,4,-15.647,0,0.729,0.111,0.169,0.571,90.59,184827,4,1
1cCKsJZbWUZbAkdrn2qviQ,Rio,Roberto Menescal,0.627,0.391,4,-13.676,0,0.86,0.0938,0.0756,0.775,169.961,146667,4,1
3nFeRgT7dUxqgc60BCIxXR,Canto de Ossanha,Vinícius de Moraes,0.475,0.364,7,-11.174,0,0.882,0.028,0.125,0.392,99.068,167507,4,1
4tyVEkwuguux509geL9VNH,Andar Com Fé,Gilberto Gil,0.782,0.645,4,-6.651,1,0.485,0.00103,0.472,0.964,94.929,200960,4,1
3eWeudweYmGlbAOEiw5RSc,Todos os Santos,Coro do Batcoto,0.779,0.869,7,-6.386,1,0.0468,9.2e-06,0.247,0.535,101.989,299480,4,1
5DHsGfjaxIpt0v0dPGaWdI,Carta Ao Tom 74,Quarteto Em Cy,0.593,0.431,7,-8.284,1,0.821,0.00037,0.0841,0.557,73.059,158360,4,1
6O1XKTvgVLwytNWdOlFcHI,3WW,alt-J,0.637,0.137,2,-15.131,1,0.74,0.0287,0.0655,0.146,78.017,300107,4,1
4JVSkSJAKbSlwkSepkXcK6,Something Good,alt-J,0.68,0.588,7,-10.36,1,0.728,0.499,0.0791,0.521,108.994,218240,4,1
1EbacZvcixTCTzBcJfaua2,Tessellate,alt-J,0.683,0.613,2,-6.478,1,0.378,0.0424,0.119,0.42,116.911,182667,4,1
4mAeYP6WtMW4yQTbAd4PRV,Deadcrush,alt-J,0.648,0.614,9,-6.623,0,0.0879,0.337,0.11,0.573,142.992,232013,4,1
6sSu6bHOIEe48kU7R3xj34,Nara,alt-J,0.514,0.52,4,-7.8,1,0.451,0.641,0.12,0.0824,146.874,296058,4,1
5QD4hHEv8812JagZlH1MMy,In Cold Blood,alt-J,0.493,0.748,11,-5.474,0,0.138,0.000548,0.273,0.6,143.467,206853,4,1
2vNmPvzN8fgyhJG5nKfbt8,Dissolve Me,alt-J,0.39,0.618,2,-8.14,1,0.0914,0.0594,0.0835,0.115,105.585,239013,4,1
0UcEomvOXjRN6q9KFuqo5q,Adeline,alt-J,0.414,0.339,6,-14.711,0,0.686,0.894,0.119,0.0467,142.025,350493,4,1
1UKMN7B6qjo2JsQybKzv8e,The Gospel of John Hurt,alt-J,0.424,0.491,0,-10.085,1,0.595,0.775,0.12,0.21,134.936,315524,4,1
4X5APgppvSErHIuORSKgT7,Bloodflood,alt-J,0.685,0.523,6,-8.898,0,0.831,0.359,0.092,0.212,130.021,249427,4,1
4qx6KUiBAsuZB9ubcreapu,Matilda,alt-J,0.581,0.675,2,-9.208,1,0.787,0.4,0.116,0.276,147.982,228707,4,1
36ylLzMtvJ2CItc7bN4TcF,Taro,alt-J,0.35,0.476,5,-10.653,1,0.765,0.0039,0.0785,0.293,171.938,314987,4,1
7gARZ2i5u5DHC1b1n1fML5,Breezeblocks,alt-J,0.569,0.645,5,-7.368,1,0.118,0.00114,0.146,0.247,74.985,227080,4,1
1gXgFe42XLKzte1ziyTMqZ,Pleader,alt-J,0.255,0.319,2,-15.114,1,0.317,0.21,0.114,0.223,139.94,348547,3,1
56Y7riKjre19Ltr0OrZUGB,Intro,alt-J,0.586,0.79,11,-8.571,0,0.44,0.749,0.202,0.294,144.049,157813,4,1
126TblwXGNTUZ7RPMnThkU,Left Hand Free,alt-J,0.698,0.876,3,-4.45,1,0.452,0.0133,0.0824,0.81,101.992,173631,4,1
2UcvadWJXH3jQ3lJRA8RRu,Fitzpleasure,alt-J,0.585,0.594,9,-6.935,1,0.144,0.0011,0.105,0.36,143.94,219400,4,1
0HV1cGoX5ASBlPA1pqH8fG,Every Other Freckle,alt-J,0.528,0.707,2,-7.626,1,0.625,0.0355,0.116,0.502,143.802,216004,4,1
6rxEjkoar48SssZePbtb2x,Crystalised,The xx,0.763,0.484,11,-12.368,0,0.812,0.393,0.0841,0.416,122.913,201947,4,1
2IqjKEBiz0CdLKdkXhxw84,Retrograde,James Blake,0.533,0.251,7,-11.283,0,0.873,0.104,0.134,0.186,77.503,223600,4,1
0bXpmJyHHYPk6QBFj25bYF,Intro,The xx,0.617,0.778,9,-8.871,0,0.459,0.925,0.128,0.152,100.363,127920,4,1
6J6FXmYrMxg93mBxkugUlI,Easy,Son Lux,0.602,0.304,2,-9.948,0,0.345,0.0231,0.0969,0.156,73.33,240760,4,1
6QEvbmv2euCQxX54gjlarO,Elle ne t’aime pas,La Femme,0.56,0.699,7,-10.443,1,0.0838,0.858,0.194,0.577,130.983,238733,4,1
5p2vqFW6PVyE38GJlCVIHv,iMi,Bon Iver,0.489,0.396,8,-11.57,1,0.889,0.00713,0.203,0.523,134.131,196360,4,1
2a8HLMRc6E0AM4xXiQ4wh6,U (Man Like),Bon Iver,0.606,0.264,6,-10.152,1,0.943,5.63e-05,0.118,0.319,95.021,145720,4,1
0H2MmFtJgoeywCIbAN3sid,715 - CR∑∑KS,Bon Iver,0.461,0.161,8,-11.145,1,0.878,0.0,0.17,0.353,88.781,132000,3,1
2TfNMJMvnILjmL8fSYlGAy,Blood And,Nick Murphy,0.273,0.0188,9,-28.4,1,0.989,0.963,0.0944,0.0766,93.292,255135,4,1
2uEgyXzyJBr5Iuvqc83d4N,And You Don’t Even Know You Hurt Me,Nick Murphy,0.178,0.029,5,-25.484,1,0.994,0.931,0.101,0.0711,71.676,808503,4,1
1Ll09EiN5ffeFl1xNZB2Uk,Gold,Chet Faker,0.668,0.505,1,-9.317,1,0.395,0.000727,0.134,0.217,140.054,285256,4,1
2mbu1ssfb7h1RNO5jBv4cW,I'm Into You,Chet Faker,0.562,0.68,2,-6.966,0,0.668,2.88e-06,0.255,0.499,169.28,263693,4,1
655HjEK4nNzceomQVpNzgN,Talk Is Cheap,Chet Faker,0.652,0.612,0,-7.897,0,0.434,0.000184,0.245,0.513,140.056,218067,4,1
6MMojjMFcyv3btdSXFGeYc,Byegone,Volcano Choir,0.496,0.352,0,-10.28,1,0.917,0.0374,0.118,0.102,140.01,262533,4,1
1rk9eGO7AkPX1oafUuOnGs,Blue Ridge Mountains,Fleet Foxes,0.524,0.446,8,-7.823,0,0.688,0.000745,0.101,0.272,97.856,265773,4,1
4wKrMeRoVaP1CVIBd080YK,Ragged Wood,Fleet Foxes,0.362,0.658,4,-5.929,1,0.0995,0.0102,0.0602,0.155,104.21,307213,4,1
6ZbdcZO79W18dTwXf356Gp,Blue Spotted Tail,Fleet Foxes,0.426,0.0514,7,-21.369,1,0.909,0.00138,0.108,0.265,88.907,185293,4,1
0u0IIYFZXtmtKTJilgOI3Z,Tongue (Lift 4),Nick Murphy,0.154,0.0275,1,-18.428,1,0.988,0.00014,0.0939,0.0843,176.324,244603,5,1
0WVCw4DuZ5GliVNUyyNmS2,Forest Green,Big Red Machine,0.602,0.552,11,-11.258,1,0.669,0.588,0.0934,0.36,92.933,349200,4,1
7i4hAFqaMcw12ITAKtLyQb,Ylang Ylang,((( O ))),0.559,0.243,1,-12.453,1,0.925,0.936,0.108,0.161,69.93,213000,4,1
2rewrH6juNsrGRtkMbNKAe,I work for the Universe,Nick Murphy,0.282,0.0103,2,-25.144,1,0.99,0.909,0.191,0.0999,115.202,583804,4,1
0Qe6V0wdzCyHGht84bUunL,Ministry of Alienation,Unknown Mortal Orchestra,0.764,0.51,8,-7.558,0,0.779,0.189,0.39,0.391,141.932,222640,4,1
4eO9JXEmKGmzceANuwOGuz,Don't Say Hi If You Don't Have Time for a Nice Goodbye,Noiserv,0.547,0.818,8,-5.304,1,0.226,0.000443,0.324,0.313,105.069,314000,4,1
0lT2N0pB71A3KlFrZNWLiE,I Was Trying to Sleep When Everyone Woke Up,Noiserv,0.516,0.476,0,-6.038,1,0.559,0.00708,0.248,0.153,129.88,300500,4,1
0ImiiIcvfm3MURnB0iTeTH,I Will Try to Stop Thinking About a Way to Stop Thinking,Noiserv,0.597,0.416,6,-12.355,0,0.857,0.483,0.123,0.279,139.881,165960,4,1
1KcOU0q9AMXV9xi4tSzzCc,Posthumous Forgiveness,Tame Impala,0.367,0.613,7,-5.646,1,0.0508,0.00171,0.282,0.0966,153.978,366067,4,1
6OG05bPAwUuV3OMvy2Vy1P,Mariners Apartment Complex,Lana Del Rey,0.545,0.26,9,-12.668,1,0.788,0.00099,0.105,0.185,75.962,247150,4,1
6zegtH6XXd2PDPLvy1Y0n2,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Lana Del Rey,0.644,0.755,1,-5.325,1,0.00237,7.64e-06,0.0859,0.334,102.861,190067,4,1
0Oqc0kKFsQ6MhFOLBNZIGX,Doin' Time,Lana Del Rey,0.649,0.538,7,-11.196,0,0.372,0.00632,0.0951,0.496,144.979,202193,4,1
2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,Lana Del Rey,0.324,0.416,11,-8.92,0,0.262,3.69e-05,0.11,0.151,113.986,236053,4,1
6PUIzlqotEmPuBfjbwYWOB,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Cedric Gervais,0.572,0.81,1,-5.791,0,0.0157,6.53e-06,0.13,0.11,126.052,214912,4,1
7MtVPRGtZl6rPjMfLoI3Lh,Fuck it I love you,Lana Del Rey,0.532,0.452,9,-10.654,0,0.892,0.00113,0.127,0.203,129.895,218288,4,1
3BJe4B8zGnqEdQPMvfVjuS,Summertime Sadness,Lana Del Rey,0.565,0.654,1,-6.826,0,0.0542,1.8e-06,0.122,0.235,111.968,265427,4,1
2mdEsXPu8ZmkHRRtAdC09e,Cinnamon Girl,Lana Del Rey,0.292,0.334,6,-10.679,0,0.839,0.345,0.151,0.148,67.836,300683,4,1
3lG6OtGDsYAOALxEmubQQm,Happiness is a butterfly,Lana Del Rey,0.456,0.126,2,-10.883,1,0.966,1.77e-06,0.107,0.162,68.614,272485,4,1
3RIgHHpnFKj5Rni1shokDj,Norman fucking Rockwell,Lana Del Rey,0.218,0.215,5,-12.49,1,0.967,0.0847,0.0948,0.138,76.74,248934,1,1
7MtVPRGtZl6rPjMfLoI3Lh,Fuck it I love you,Lana Del Rey,0.532,0.452,9,-10.654,0,0.892,0.00113,0.127,0.203,129.895,218288,4,1
0Oqc0kKFsQ6MhFOLBNZIGX,Doin' Time,Lana Del Rey,0.649,0.538,7,-11.196,0,0.372,0.00632,0.0951,0.496,144.979,202193,4,1
5tyMJlMqaggzvuX7TtlrTe,Love song,Lana Del Rey,0.374,0.0694,9,-16.529,1,0.965,0.000368,0.0807,0.241,134.238,229326,4,1
2mdEsXPu8ZmkHRRtAdC09e,Cinnamon Girl,Lana Del Rey,0.292,0.334,6,-10.679,0,0.839,0.345,0.151,0.148,67.836,300683,4,1
4qUtC2BwFC154Ha8YQRrkk,How to disappear,Lana Del Rey,0.326,0.303,9,-11.802,1,0.565,0.000655,0.161,0.0677,78.888,228071,3,1
7oTE1KmtU2ml9zBhv9Reao,California,Lana Del Rey,0.439,0.412,9,-8.096,0,0.793,0.0,0.0469,0.179,122.933,305900,4,1
7vRfxLcDDwgYW2WTrtEgUV,The Next Best American Record,Lana Del Rey,0.387,0.352,2,-9.77,1,0.624,3.81e-05,0.112,0.113,107.892,349347,4,1
5USsRaiqL1RNKRm1fTJ3JM,Bartender,Lana Del Rey,0.582,0.109,9,-14.67,0,0.93,0.0,0.167,0.507,131.713,263442,3,1
3lG6OtGDsYAOALxEmubQQm,Happiness is a butterfly,Lana Del Rey,0.456,0.126,2,-10.883,1,0.966,1.77e-06,0.107,0.162,68.614,272485,4,1
2Kerz9H9IejzeIpjhDJoYG,Love,Lana Del Rey,0.527,0.366,10,-10.943,1,0.487,0.0023,0.11,0.234,98.994,272743,4,1
0mt02gJ425Xjm7c3jYkOBn,Lust For Life (with The Weeknd),The Weeknd,0.504,0.655,0,-8.644,0,0.604,0.00193,0.364,0.262,99.982,264066,4,1
3ZKRAzNAsiJrBGUM2BX9av,13 Beaches,Lana Del Rey,0.333,0.389,7,-9.132,1,0.539,0.0772,0.163,0.25,144.204,295569,4,1
1Ym6aMuT5bliaZMC67AmPp,Cherry,Lana Del Rey,0.449,0.534,8,-9.493,0,0.048,0.0011,0.384,0.342,94.261,180902,3,1
6eygbzyL6hY8jFQTARDuo9,White Mustang,Lana Del Rey,0.658,0.46,6,-8.646,0,0.456,0.00111,0.0963,0.223,114.801,164710,4,1
5QqyRUZeBE04yJxsD1OC0I,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Playboi Carti,0.76,0.574,1,-8.57,1,0.0155,2.02e-05,0.199,0.137,134.981,260672,4,1
03hqMhmCZiNKMSPmVabPLP,Groupie Love (feat. A$AP Rocky),A$AP Rocky,0.359,0.6,9,-7.317,1,0.113,1.32e-06,0.0952,0.195,175.894,264038,4,1
269xqcgGTN9PlivhUkOLhX,In My Feelings,Lana Del Rey,0.54,0.674,2,-6.351,1,0.0553,0.0608,0.112,0.309,89.933,238719,4,1
